cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;nome_fantasia;situacao_cadastral;data_situacao_cadastral;motivo_situacao_cadastral;nome_cidade_exterior;pais;data_inicio_atividade;cnae_fiscal_principal;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd_1;telefone_1;ddd_2;telefone_2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial;cnpj_completo;situacao_cadastral_descricao;atividade_afl;razao_social;natureza_juridica;qualificacao_responsavel;capital_social;porte;ente_federativo_responsavel;porte_descricao
02028716;0001;22;1;;02;20050827;00;;;19970812;5611203;;AVENIDA;JOAQUIM POMPEU DE TOLEDO;703;;VILA ESTADIO;16020050;SP;6155;11;37557000;11;37557001;18;21035967;RODOLFO.BEZERRA@HABIBS.COM.BR;;;02028716000122;Ativa;Lanchonetes e casas de chá;ARACATUBA POINT COMESTIVEIS LTDA;2062;05;600000,00;05;;Demais
00412646;0001;86;1;;02;20041224;00;;;19950127;5611204;4712100,4723700,4721104;AVENIDA;INDEPENDENCIA;3206;;CENTRO;96815000;RS;8839;;;;;;;;;;00412646000186;Ativa;Bares sem entretenimento;MUELLER BAR E ARMAZEM LTDA;2062;49;7000,00;01;;Microempresa (ME)
05386183;0001;49;1;;02;20050325;00;;;20021106;5611205;4729699,5611201,5611203,9329803;RUA;CORACAO EUCARISTICO DE JESUS;180;      N 182;CORACAO EUCARISTICO;30535460;MG;4123;31;33756454;31;97372641;031;32928226;CONTATO@BBCONTABIL.COM.BR;;;05386183000149;Ativa;Bares com entretenimento;;;;;;;
02031455;0001;08;1;LANCHONETE KI - SABOR;02;20051103;00;;;19970715;5611203;;AVENIDA;SENADOR JAIME;1634;;VL XAVIER;74550395;GO;9373;062;2338740;;;;;;;;02031455000108;Ativa;Lanchonetes e casas de chá;LANCHONETE REIS LTDA;2062;49;3000,00;01;;Microempresa (ME)
00414547;0001;33;1;;02;20051103;00;;;19941227;5611201;;RUA;QUINZE DE NOVEMBRO;1512;;CENTRO;13400370;SP;6875;;;;;;;;;;00414547000133;Ativa;Restaurantes;RESTAURANTE HERMANN'S DE PIRACICABA LTDA;2062;49;10000,00;01;;Microempresa (ME)
97451645;0001;82;1;LANCHONETE DO WALDIR;02;20011201;00;;;19940401;5611203;;AVENIDA;GENEROSO MARQUES;453;;CENTRO;85550000;PR;7527;;;;;;;;;;97451645000182;Ativa;Lanchonetes e casas de chá;;;;;;;
05390225;0001;15;1;;02;20051103;00;;;20021108;5611201;5611203,5611204,5620101,5620102;RUA;JOAQUIM AZEVEDO FIGUEIRA;127;;CRUZ;12606310;SP;6645;12;31523987;;;;;ESCRITORIOCONTEC@GMAIL.COM;;;05390225000115;Ativa;Restaurantes;;;;;;;
05391736;0001;51;1;CAFE DAS MONTANHAS;02;20021113;00;;;20021113;5611203;5611201,5620102,4789001;RODOVIA;BR 262, KM 58,5;S/N;TREVO SANTA MARIA;SANTA MARIA;29255000;ES;2929;27;2883176;;;;;;;;05391736000151;Ativa;Lanchonetes e casas de chá;;;;;;;
00419375;0001;90;1;BAR I BAR;02;20051103;00;;;19950206;5611203;;AVENIDA;PRINCESA ISABEL;831;      E 845;SANTANA;90620001;RS;8801;51;32258157;51;32264355;51;32264355;;;;00419375000190;Ativa;Lanchonetes e casas de chá;BUFFET & BUFFET LTDA;2062;49;0,00;01;;Microempresa (ME)
03719815;0001;13;1;LANCHONETE NATURAL;02;20051103;00;;;20000323;5611203;;RUA;PRES. ZACARIAS DE GOES;693;;SANTA CRUZ;85015430;PR;7583;42;6237268;;;;;;;;03719815000113;Ativa;Lanchonetes e casas de chá;BITTENCOURT & LOSOVE LTDA;2062;49;0,00;01;;Microempresa (ME)
03720417;0001;17;1;RODOBURGER;02;20051103;00;;;20000327;5611203;;;TERMINAL ROD.PLATAFORMA C,;SN;QUIOSQUES 07/08;PLANO PILOTO;70089000;DF;9701;061;2254612;;;;;;;;03720417000117;Ativa;Lanchonetes e casas de chá;MINI SHOP 2000 LTDA;2062;49;10000,00;01;;Microempresa (ME)
00421202;0001;07;1;;02;20051103;00;;;19950126;5611201;5620101;RUA;FRANCISCO EUGENIO MUSSIELLO;660;LOJA  01;JARDIM DA PENHA;29060290;ES;5705;27;32254253;;;;;GGORTECA@HOTMAIL.COM;;;00421202000107;Ativa;Restaurantes;RESTAURANTE MAHI LTDA;2062;49;10000,00;01;;Microempresa (ME)
05394612;0001;20;1;RESTAURANTE E LANCHONETE COUTO;02;20051103;00;;;20021105;5611201;4712100,4724500,5611203;RUA;CONCEICAO ROSA LIMA;579;"LOJA: 01;";INGA;32604480;MG;4133;31;35958126;;;;;DAVI_COUTO@MSN.COM;;;05394612000120;Ativa;Restaurantes;;;;;;;
03721493;0001;47;1;;02;20040409;00;;;20000211;5611203;4729699,5611201;RUA;PROF PEDRO VIRIATO PARIGOT DE SOUZA;5300;;CIDADE INDUSTRIAL;81280330;PR;7535;41;3623242;;;41;2648274;;;;03721493000147;Ativa;Lanchonetes e casas de chá;OLIMPIC LANCHES LTDA;2062;49;7500,00;03;;Empresa de Pequeno Porte (EPP)
02038041;0001;00;1;MICKEY LANCHES;02;20250522;00;;;19970813;5611201;;RUA;JOSE CANDIDO QUEIROZ;S/N;QD 24 LT 06;CENTRO;74980070;GO;9227;;;;;;;;;;02038041000100;Ativa;Restaurantes;ELIANE ALVES MEIRELES;2135;50;0,00;01;;Microempresa (ME)
03722341;0001;69;1;JUCELI LANCHES;02;20051103;00;;;20000314;5611203;;RUA;LOURIVAL ALONSO;232;;JARDIM DAS ACACIAS;14960000;SP;6771;017;5421279;;;;;;;;03722341000169;Ativa;Lanchonetes e casas de chá;JUCELI DE ARAUJO BENEDITO;2135;50;0,00;01;;Microempresa (ME)
03722554;0001;90;1;;02;20051103;00;;;20000301;5611203;;RUA;GLAUCIO ANTONIO GALLI;4;A;JARDIM PALMIRA;07076010;SP;6477;11;24511503;;;;;;;;03722554000190;Ativa;Lanchonetes e casas de chá;BAR E CASA DO NORTE R.V. LTDA;2062;49;1000,00;01;;Microempresa (ME)
02040094;0001;58;1;;02;20051103;00;;;19970731;5611201;;AVENIDA;ANTONIO PASCHOAL;912;;CENTRO;14160500;SP;7135;;;;;;;;;;02040094000158;Ativa;Restaurantes;MADALENA AMENDOLA;2135;50;0,00;01;;Microempresa (ME)
00424256;0001;26;1;RESTAURANTE LA' PETIT;02;20050604;00;;;19950210;5611201;;RUA;OLIVIO PEDRO BENATTO;173;;CJ MARIA CECILIA;86085700;PR;7667;43;33292851;;;;;;;;00424256000126;Ativa;Restaurantes;RESTAURANTE LAPETITE LTDA;2062;49;10000,00;01;;Microempresa (ME)
00425930;0001;97;1;SORVETERIA SKIBOM;02;20040312;00;;;19950202;5611203;;PRACA;SANTA LUZIA;159;;CENTRO;16360000;SP;6187;18;36511288;18;99705114;;;GILBERTOLUZROL@OUTLOOK.COM;;;00425930000197;Ativa;Lanchonetes e casas de chá;GILBERTO LUZ ROL;2135;50;0,00;01;;Microempresa (ME)
05401386;0001;67;1;;02;20030524;00;;;20021114;5611203;;RUA;SAO LEOPOLDO;1081;;CENTRO;93180000;RS;8799;51;5626183;;;;;helianems@terra.com.br;;;05401386000167;Ativa;Lanchonetes e casas de chá;;;;;;;
00427730;0001;73;1;CANTINA DA DODORA;02;20040306;00;;;19950210;5611201;;RUA;CONEGO CESARIO;219;A;CENTRO;35550000;MG;4669;;;;;;;;;;00427730000173;Ativa;Restaurantes;MARIA AUXILIADORA ARAUJO MESQUITA TOLEDO;2135;50;0,00;01;;Microempresa (ME)
05401580;0001;42;1;;02;20260702;00;;;20021108;5611201;;AVENIDA;QUATRO DE MAIO;3945;;TRES FIGUEIRAS;94380000;RS;8407;;;;;;;;;;05401580000142;Ativa;Restaurantes;;;;;;;
02045174;0001;04;1;;02;20001223;00;;;19970805;4721102;;RUA;VISCONDE DO RIO BRANCO;816;;CENTRO;17201080;SP;6607;;;;;;;;;;02045174000104;Ativa;Padaria e confeitaria;ROBERTO PIMENTEL JUNIOR PANIFICADORA LTDA;2062;49;10000,00;03;;Empresa de Pequeno Porte (EPP)
05402780;0001;10;1;;02;20040123;00;;;20021121;5611203;5620102,8230001;TRAVESSA;CELSO RIBEIRO;166;LETRA A D;CIDADE NOVA;99022020;RS;8785;54;36010017;;;;;BASSOCONTABILIDADE@HOTMAIL.COM;;;05402780000110;Ativa;Lanchonetes e casas de chá;;;;;;;
03729420;0001;00;1;;02;0;00;;;20000321;5611203;;AVENIDA;19;796;;CENTRO;14780300;SP;6209;17;3222942;;;;;;;;03729420000100;Ativa;Lanchonetes e casas de chá;CRISTIANE MITIKO Y. GANDRA BARRETOS;2135;50;0,00;01;;Microempresa (ME)
02046775;0001;23;1;;02;20190122;00;;;19970805;5611201;5611203,4722901;AVENIDA;ENG NECKER CARVALHO DE CAMARGO;2170;;AMERICA;14783085;SP;6209;17;96206161;;;;;;;;02046775000123;Ativa;Restaurantes;RICARDO L. V. LUZ - ACOUGUE;2135;50;20000,00;01;;Microempresa (ME)
02047840;0001;35;1;;02;20040214;00;;;19970821;5611201;5611204,8230001,9003500,7739003,5620101,5620102;AVENIDA;OLIMPICA;2086;;CACIMBA DO POVO;62800000;CE;1321;88;34211464;;;;;;;;02047840000135;Ativa;Restaurantes;F. PEREIRA BARRETO;2135;50;0,00;01;;Microempresa (ME)
03732986;0001;82;1;PAMONHARIA BUENO;02;20051103;00;;;20000330;5611201;;AVENIDA;T-4;1.176;QD.156 LT.06;SETOR BUENO;74230030;GO;9373;0062;2918157;;;;;;;;03732986000182;Ativa;Restaurantes;H & E PAMONHARIA LTDA;2062;49;30000,00;01;;Microempresa (ME)
02049840;0001;74;1;BAR E MERCEARIA PEREIRA;02;20061202;00;;;19970806;5611201;;RUA;JOSE MAZZI;1108;;VL CARAVELLO;14840000;SP;6473;;;;;;;;;;02049840000174;Ativa;Restaurantes;HELIO PEREIRA - BAR;2135;50;0,00;01;;Microempresa (ME)
00433762;0001;81;1;NAUTICA CASTELINHO RESTAURANTE;02;20051103;00;;;19950209;5611201;9329899;RUA;DAS AROEIRAS;S/N;;PARAISO DE IGARATA;12350000;SP;6505;11;39031008;;;;;DRGILBERTOADV@UOL.COM.BR;;;00433762000181;Ativa;Restaurantes;LUCIANO DE ARRUDA BARRETO RESTAURANTE;2135;50;15000,00;01;;Microempresa (ME)
05408439;0001;71;1;REI DO MATE;02;20030322;00;;;20021029;5611203;;AVENIDA;DEPUTADO BENEDITO MATARAZZO;9403;LOJA M 314;JD. OSWALDO CRUZ;12215900;SP;7099;12;39419892;;;12;39419894;;;;05408439000171;Ativa;Lanchonetes e casas de chá;;;;;;;
00434327;0001;71;1;PADARIA DO CORETO;02;20051103;00;;;19950112;4721102;;;PRC  DOMINGOS MARIANO;6;LOJA 1;CENTRO;27175000;RJ;5879;0000;00000000;;;;;PADARIADOCOREETO@HOTMAIL.COM;;;00434327000171;Ativa;Padaria e confeitaria;PADARIA E CONFEITARIA DO CORETO LTDA;2062;49;30000,00;01;;Microempresa (ME)
02051397;0001;76;1;;02;20040522;00;;;19970806;5611203;;RUA;THIAGO FERREIRA;291;;VICENTE DE CARVALHO;11450001;SP;6475;;;;;;;;;;02051397000176;Ativa;Lanchonetes e casas de chá;CHU MIAO AI;2135;50;0,00;01;;Microempresa (ME)
05409662;0001;33;1;;02;20031004;00;;;20021128;4721102;;RUA;MONTECASEROS;208;;CENTRO;25685006;RJ;5877;;;;;;;;;;05409662000133;Ativa;Padaria e confeitaria;;;;;;;
03736092;0001;60;1;;02;20000403;00;;;20000403;5611203;4723700,5611204;RUA;SILVIO DE PAULA;851;;JD N S DE FATIMA;13380001;SP;6769;19;99999738;;;;;MEIRILAINE@CARBONEROEBARROS.COM.BR;;;03736092000160;Ativa;Lanchonetes e casas de chá;03.736.092 SIMAURA RAMOS SANTOS GASPAR;2135;50;1000,00;01;;Microempresa (ME)
05410266;0001;26;1;SENEM PAES E CAFE LTDA;02;20051103;00;;;20021129;4721102;5611203,5320202;RUA;QUINTINO BOCAIUVA;637;;CENTRO;89135000;SC;9941;47;33531944;;;47;33531895;PANIFICADORASENEN@HOTMAIL.COM;;;05410266000126;Ativa;Padaria e confeitaria;;;;;;;
00027147;0002;56;2;;02;20051103;00;;;19940627;5611201;;AVENIDA;PEDRO PAULO;3275;;DESCANSOPOLIS;12460000;SP;6295;012;2861882;;;;;rlebistro@uol.com.br;;;00027147000256;Ativa;Restaurantes;CONQUISTA EMPREENDIMENTOS PARTICIPACOES E SERVICOS LTDA;2062;49;150000,00;01;;Microempresa (ME)
05410965;0001;76;1;COFFE ISLAND;02;20051103;00;;;20021122;5611203;;AVENIDA;OROZIMBO MAIA;2653;;VILA ITAPURA;13023002;SP;6291;;;;;;;;;;05410965000176;Ativa;Lanchonetes e casas de chá;;;;;;;
05411683;0001;93;1;PADARIA CARVALHO;02;20041030;00;;;20021122;4721102;;RUA;SANTO ANTONIO;176;;CENTRO;18185000;SP;6859;15;2781104;;;15;2781090;;;;05411683000193;Ativa;Padaria e confeitaria;;;;;;;
02054240;0001;02;1;;02;20040710;00;;;19970731;5611201;5611204,5611203;AVENIDA;DONATO QUINTINO;90;LOJA  01 E 02;CIDADE NOVA;39400546;MG;4865;38;32143333;38;32143395;38;32143367;FINANCEIROJACS@GMAIL.COM;;;02054240000102;Ativa;Restaurantes;MEIRE MADALENA SILVA DIAS;2135;50;10000,00;01;;Microempresa (ME)
03739639;0001;81;1;;02;20000405;00;;;20000405;4721102;;RUA;02;06;;CENTRO;13537000;SP;6523;19;35761154;;;;;;;;03739639000181;Ativa;Padaria e confeitaria;GUSTAVO PORTERO IPEUNA;2135;50;0,00;01;;Microempresa (ME)
03740010;0001;51;1;ADAO LANCHES;02;20051103;00;;;20000331;5611201;5611203,5620104;AVENIDA;XV DE NOVEMBRO;1585;SALA 03 E 04;CENTRO;88900001;SC;8027;48;35240744;;;;;;;;03740010000151;Ativa;Restaurantes;WMS LANCHONETE LTDA;2062;49;40000,00;01;;Microempresa (ME)
00439978;0001;54;1;;02;20010520;00;;;19950208;5611201;5510801,5611203,5611204,5620104;RUA;CORONEL AGRA;2784;;CIDADE ALTA;95800000;RS;8955;51;99978810;;;;;HOTELERESTAURANTEPINGAO@GMAIL.COM;;;00439978000154;Ativa;Restaurantes;MAICON ANDRE CLAUS LTDA;2062;49;60000,00;03;;Empresa de Pequeno Porte (EPP)
00440055;0001;12;1;PADARIA E MERCEARIA SAO LUIS;02;20051103;00;;;19950213;4721102;4712100,4721103;RUA;DEPUTADO JOAO CARLOS;37;TERREO;SEDE;44750000;BA;3409;74;36342437;74;36342437;74;36342101;secoe@hotmail.com;;;00440055000112;Ativa;Padaria e confeitaria;L LIBERAL E COMERCIO LTDA;2062;49;50000,00;01;;Microempresa (ME)
02057767;0001;82;1;;02;20051103;00;;;19970812;5611203;;PRACA;CAETANO V. DE SOUZA;491;SALA 01;CENTRO;88650000;SC;8371;049;2784160;;;;;;;;02057767000182;Ativa;Lanchonetes e casas de chá;JOSETE SILVA DE OLIVEIRA;2135;50;0,00;01;;Microempresa (ME)
05416590;0001;51;1;LAT CHEESE;02;20021113;00;;;20021113;5611203;;RUA;MANOEL THIAGO DE CASTRO;217;;CENTRO;88501020;SC;8183;049;2270530;;;;;;;;05416590000151;Ativa;Lanchonetes e casas de chá;;;;;;;
05416836;0001;95;1;BOX CURITIBA;02;20040508;00;;;20021204;5611201;;AVENIDA;SETE DE SETEMBRO;1865;PAVIMENTO B  BOX C;CENTRO;80060070;PR;7535;41;3452307;;;;;;;;05416836000195;Ativa;Restaurantes;;;;;;;
00442504;0001;61;1;CHURRASCARIA PASQUALI;02;20051103;00;;;19950217;5611201;4721104,4723700,4789001,5611203;AVENIDA;INTERNACIONAL;2055;SEDE;CENTRO;85825000;PR;9969;;;;;;;;;;00442504000161;Ativa;Restaurantes;A J PASQUALI & CIA. LTDA;2062;49;80000,00;03;;Empresa de Pequeno Porte (EPP)
02059329;0001;53;1;ZEZE DETE BAR;02;20090706;00;;;19970808;5611203;5611204;RUA;FUNCIONARIOS PUBLICOS;189;;VERA CRUZ;11730000;SP;6723;13;34485537;;;;;asbm@itelefonica.com.br;;;02059329000153;Ativa;Lanchonetes e casas de chá;J.ROBERTO DOMINGUES LANCHONETE;2135;50;8000,00;05;;Demais
03744373;0001;65;1;PADARIA NOSSA SENHORA APARECIDA;02;20051103;00;;;20000327;4721102;;RUA;JOSE BONIFACIO;237;;APARECIDA;14882035;SP;6587;;;;;;;;;;03744373000165;Ativa;Padaria e confeitaria;PADARIA E CONVENIENCIA NOSSA SENHORA APARECIDA DE JABOTICABAL LTDA;2062;49;0,00;05;;Demais
00443407;0001;93;1;;02;20051103;00;;;19950220;5611203;;AVENIDA;NAKAYAMA;185;SALA CXP 99;CENTRO;89540000;SC;8305;49;91385803;;;;;NIVALDOALVESMARTINS35@GMAIL.COM;;;00443407000193;Ativa;Lanchonetes e casas de chá;00.443.407 NIVALDO ALVES MARTINS;2135;50;2000,00;01;;Microempresa (ME)
05420192;0001;09;1;DOCES E SALGADOS VO IRENE;02;20050205;00;;;20021112;5611203;1096100,5620102;RUA;PADRE JOSE BUENO;95;;CENTRO;37410105;MG;5385;35;30155846;;;;;LUIZA@BENATTICONTABILIDADE.COM.BR;;;05420192000109;Ativa;Lanchonetes e casas de chá;;;;;;;
03746127;0001;42;1;;02;20051103;00;;;20000410;5611203;6810202;AVENIDA;CONSELHEIRO ROSA E SILVA;745;;AFLITOS;52020020;PE;2531;;;;;;;;;;03746127000142;Ativa;Lanchonetes e casas de chá;LHM COMERCIO DE ALIMENTOS LTDA;2062;49;0,00;03;;Empresa de Pequeno Porte (EPP)
05422087;0001;09;1;BUFFET SUPER QUENTE;02;20051103;00;;;20021203;5611201;5620102;;SIA SUL TRECHO 02 LOTES 145/195 - PARTE;S/N;;GUARA;71200020;DF;9701;61;3123159;;;61;3123345;dbosco@infraero.gov.br;;;05422087000109;Ativa;Restaurantes;;;;;;;
05423792;0001;20;1;PADARIA UNIAO;02;20051103;00;;;20021204;4721102;4712100,4721103,4724500,5611201;AVENIDA;VALERIO OSMAR ESTEVAO;75;;CENTRO;86755000;PR;5509;44;32561068;;;44;32561068;;;;05423792000120;Ativa;Padaria e confeitaria;;;;;;;
03750309;0001;97;1;MARISA RESTAURANTE;02;20000411;00;;;20000411;5611201;5611203,5611205;RUA;JULIO DE CASTILHOS;41;;CENTRO;95720000;RS;8669;54;99968835;;;;;;;;03750309000197;Ativa;Restaurantes;TITA COMERCIO DE ALIMENTOS LTDA;2062;49;0,00;01;;Microempresa (ME)
02066352;0001;75;1;REQUINTE RESTAURANTE;02;20051103;00;;;19970821;5611201;4721102,4721104,5611203;RUA;MARECHAL FLORIANO;1172;;CENTRO;35010141;MG;4553;33;30842592;;;;;CONTBATISTA2014@HOTMAIL.COM;;;02066352000175;Ativa;Restaurantes;WELLITON PEREIRA DE ALMEIDA;2135;50;20000,00;01;;Microempresa (ME)
03751619;0001;26;1;********;02;20041126;00;;;20000414;5611201;5620102;RUA;IJUI;668;;BELA VISTA;90460200;RS;8801;51;33335533;51;33369688;;;SAIKO@TERRA.COM.BR;;;03751619000126;Ativa;Restaurantes;RESTAURANTE SAIKO LTDA;2062;49;95000,00;03;;Empresa de Pequeno Porte (EPP)
05426351;0001;82;1;;02;20250922;00;;;20021204;5611201;;RUA;FRANCISCO PIMENTEL;SN;;CENTRO;57930000;AL;2829;82;99684418;;;;;MARILENEGERMANO2002@GMAIL.COM;;;05426351000182;Ativa;Restaurantes;;;;;;;
05427084;0001;68;1;KM TURISMO E ALIMENTOS;02;20250115;00;;;20021211;5611201;;RUA;PRINCESA ISABEL;217;SALA;SANTO ANTONIO;48903130;BA;3669;74;6135282;;;74;6135882;;;;05427084000168;Ativa;Restaurantes;;;;;;;
00454220;0001;95;1;PADARIA E CONFEITARIA LONTRA;02;20050604;00;;;19950206;4721102;4712100;RUA;ANTONIO GONCALVES RIBEIRO;1068;LOJA 01;RETIRO POETICO;28540000;RJ;5829;;;;;;;;;;00454220000195;Ativa;Padaria e confeitaria;PADARIA E CONFEITARIA LONTRA LTDA;2062;49;0,00;01;;Microempresa (ME)
02071640;0001;18;1;;02;20051103;00;;;19970827;5611203;5611204;RUA;DAS CASTANHEIRAS;321;;JARDIM AEROPORTO;84505419;PR;7607;42;99222262;;;;;HENRIQUE_FLESCHER@HOTMAIL.COM;;;02071640000118;Ativa;Lanchonetes e casas de chá;02.071.640 HENRIQUE FLESCHER;2135;50;3500,00;01;;Microempresa (ME)
05430752;0001;06;1;;02;20220105;00;;;20021010;5611201;;AVENIDA;PDE ARLINDO VIEIRA;313;ANEXO 327;VILA VERMELHA;04297000;SP;7107;11;23092921;11;82267147;11;29196672;ES-GUIMARAES@HOTMAIL.COM;;;05430752000106;Ativa;Restaurantes;;;;;;;
00454621;0001;45;1;;02;20051007;00;;;19950221;5611204;;RUA;JOSE VITOR SILVA;299;;VILA NOVA;19700000;SP;6811;18;33611363;18;33611280;18;33611280;systema@systema.com.br;;;00454621000145;Ativa;Bares sem entretenimento;SYLVIO APARECIDO DOS SANTOS BAR;2135;50;0,00;01;;Microempresa (ME)
05431368;0001;28;1;;02;20051103;00;;;20021118;5611203;;AVENIDA;DOM RODRIGO SANCHES;58;;JARDIM AMALIA;05892360;SP;7107;11;58434040;;;11;55138570;LEGAL@ASPECTOCONTABIL.COM;;;05431368000128;Ativa;Lanchonetes e casas de chá;;;;;;;
03758124;0001;29;1;PIZZARIA ZOOM;02;20051103;00;;;20000413;5611201;;RUA;CANNES;30;LOJA  07;PRAIA DO MORRO;29216200;ES;5647;;;;;;;;;;03758124000129;Ativa;Restaurantes;E.G. BARBOSA DE ALMEIDA;2135;50;0,00;01;;Microempresa (ME)
02073544;0001;09;1;LA PASTA ROTISSERIA;02;20051103;00;;;19970815;5611201;5611203;ALAMEDA;PROF. LUCAS NOGUEIRA GARCEZ;2009;;JARDIM PAULISTA;12947000;SP;6181;11;44129496;11;44125489;;;YUMICINTIAUNO@YAHOO.COM.BR;;;02073544000109;Ativa;Restaurantes;UNO & YAMAMOTO ALIMENTOS LTDA;2062;49;70000,00;01;;Microempresa (ME)
02074432;0001;72;1;;02;20040710;00;;;19970805;5611201;5611203;AVENIDA;CRUZEIRO DO SUL;960;;JARDIM ROCHDALE;06226006;SP;6789;011;36850315;;;011;36820720;gusmao.expediente@terra.com.br;;;02074432000172;Ativa;Restaurantes;VICTOR E HENRIQUE REFEICOES LTDA;2062;49;10000,00;01;;Microempresa (ME)
00457835;0001;75;1;PANIFICADORA TRADICAO;02;20051103;00;;;19950222;4721102;;RUA;ABEL BATISTA CAMILO,;261;;JD. LUIZ MAURO;08500010;SP;6415;11;70868230;;;11;47498494;teknilopes@uol.com.br;;;00457835000175;Ativa;Padaria e confeitaria;AAC PADARIA TRADICAO LTDA;2062;49;300000,00;01;;Microempresa (ME)
00268891;0003;23;2;EMPORIO DO SORVETE;02;20050305;00;;;20030102;5611203;;AVENIDA;MINAS GERAIS;360;;COROADOS;83280000;PR;7587;41;4421572;;;;;;;;00268891000323;Ativa;Lanchonetes e casas de chá;IVAN CARLOS CODONIO;2135;50;0,00;01;;Microempresa (ME)
00458313;0001;98;1;;02;20051103;00;;;19950227;5611203;;AVENIDA;RIO GRANDE DO SUL;727;;CENTRO;85960000;PR;7683;;;;;;;;;;00458313000198;Ativa;Lanchonetes e casas de chá;BEATRIZ PETRY & CIA LTDA;2062;49;0,00;01;;Microempresa (ME)
00459467;0001;02;1;LANCHERIA BOM LANCHE;02;20051103;00;;;19950223;5611203;;AVENIDA;DO FORTE;77;SALA 11 A;CRISTO REDENTOR;91360001;RS;8801;;;;;;;;;;00459467000102;Ativa;Lanchonetes e casas de chá;JORGE ANICETO DOS SANTOS;2135;50;0,00;01;;Microempresa (ME)
03762736;0001;95;1;;02;20050305;00;;;20000329;5611203;4723700;10A AVENIDA;GOVERNADOR MARIO COVAS JUNIOR;9042;;AGENOR DE CAMPOS;11730000;SP;6723;11;54914431;;;11;35648702;AMANDAPINHEIRO1705@GMAIL.COM.BR;;;03762736000195;Ativa;Lanchonetes e casas de chá;03.762.736 ANTONIO PEREIRA DA SILVA;2135;50;1000,00;01;;Microempresa (ME)
00461311;0001;58;1;CHURRASCARIA PINZ;02;20051103;00;;;19950301;5611201;5611204;RUA;MARIZ E BARROS;1804;;CENTRO;96170000;RS;8879;;;;;;;;;;00461311000158;Ativa;Restaurantes;ILUI BERVALDT;2135;50;20000,00;01;;Microempresa (ME)
02079219;0001;53;1;;02;20051103;00;;;19970901;5611201;5510801,5611203;AVENIDA;PEDRO ZAPELLINI;197;;TERMAS DO GRAVATAL;88735000;SC;8121;48;36482562;;;048;4370036;CONTATO@CASTELOPALACEHOTEL.COM.BR;;;02079219000153;Ativa;Restaurantes;CASTELO PALACE HOTEL LTDA.;2062;49;50000,00;01;;Microempresa (ME)
03764783;0001;78;1;;02;20051103;00;;;20000413;5611204;9329803;RUA;JOSE DEMETERCO;186;;CAJURU;82900420;PR;7535;41;32563391;;;041;2452971;;;;03764783000178;Ativa;Bares sem entretenimento;PAULO TEODORO DA COSTA;2135;50;0,00;01;;Microempresa (ME)
05440815;0001;05;1;;02;20051103;00;;;20021213;4721102;;RUA;NORMANDES SANTOS ALMEIDA;153;;PARQUE SAO SEBASTIAO;32150130;MG;4371;;;;;;;;;;05440815000105;Ativa;Padaria e confeitaria;;;;;;;
05440955;0001;83;1;;02;20040306;00;;;20021129;5611203;;RUA;JOAQUIM TAVORA;4;;SANTA TEREZA;09030390;SP;7057;;;;;;;;;;05440955000183;Ativa;Lanchonetes e casas de chá;;;;;;;
03766289;0001;42;1;;02;20051103;00;;;20000218;5611203;0312401;ESTRADA;200 - KM 08;S/N;;LOTE 184-F/1;87050210;PR;7691;44;32654084;44;30294085;44;32274983;;;;03766289000142;Ativa;Lanchonetes e casas de chá;BENJAMIM CORREA SANTANA LTDA;2062;49;88000,00;01;;Microempresa (ME)
00464046;0001;61;1;APRISCO LANCHES;02;20010624;00;;;19950307;5611203;;RUA;PAU D'ARCO;346;A;COHAB II;56330015;PE;2521;;;;;;;;;;00464046000161;Ativa;Lanchonetes e casas de chá;MARIA DO CARMO SIQUEIRA MAGALHAES;2135;50;0,00;01;;Microempresa (ME)
05441750;0001;12;1;;02;20041009;00;;;20021209;5611203;;AVENIDA;LUCIO MEIRA;670;1. PISO - QUIOSQUE;VARZEA;25953003;RJ;5915;021;26432525;;;;;;;;05441750000112;Ativa;Lanchonetes e casas de chá;;;;;;;
03766921;0001;58;1;PADARIA E CONFEITARIA SAO SEBASTIAO;02;20051103;00;;;20000412;4721102;4712100;RUA;PADRE CASTANHEIRA;228;;CENTRO;35785000;MG;5169;;;;;;;;;;03766921000158;Ativa;Padaria e confeitaria;ANTONIO CASTELO BRANCO;2135;50;10000,00;01;;Microempresa (ME)
02082606;0001;49;1;SANTO TEMPERO;02;20030315;00;;;19970902;5611201;;RUA;PARANA;2899;SALA  102;CENTRO;85810010;PR;7493;45;30374874;;;;;MAGISTRAL@ESCMAGISTRAL.COM.BR;;;02082606000149;Ativa;Restaurantes;SANTO TEMPERO 001 LTDA;2062;49;6000,00;03;;Empresa de Pequeno Porte (EPP)
05442498;0001;66;1;CHURRASCARIA HAWAI;02;20051103;00;;;20021125;5611201;;RUA;MAJOR BARRETO;90;;FERROS;62600000;CE;1427;;;;;;;;;;05442498000166;Ativa;Restaurantes;;;;;;;
